Date,Headline,Source,Sentiment Score,Organization Names
"Thu, 01 Feb 2024 08:33:35 GMT",Hygenco To Allocate $2.5 Bn To Set Up Green Hydrogen Projects - Machine Maker,Google News,0.9941551089286804,"Hygenco, Machine Maker"
"Thu, 21 Dec 2023 08:00:00 GMT",34 Companies Bid for Green Hydrogen Subsidies in India - India Briefing,Google News,0.8397876024246216,
"Fri, 02 Feb 2024 11:53:17 GMT",Germany and EU Invest Over €1 Billion to Propel Global Green Hydrogen Economy - SolarQuarter,Google News,0.980610728263855,"EU, SolarQua"
"Thu, 01 Feb 2024 12:38:32 GMT","ONEE, Nareva, and GE Vernova Forge Partnership to Decarbonize Laâyoune Power Plant with Africa's First Green ... - SolarQuarter",Google News,0.9980960488319397,"ONEE, Nareva, GE Vernova Forge, SolarQuarter"
"Fri, 26 Jan 2024 03:23:27 GMT",Green hydrogen in transport: RK Singh chairs crucial meeting for national mission - ETEnergyWorld,Google News,0.995581328868866,ETEnergyWorld
"Fri, 02 Feb 2024 07:28:32 GMT","ONEE, Nareva, & GE Vernova Partner for Africa's 1st Green Hydrogen Transition in Laâyoune - ChemAnalyst",Google News,0.9848462343215942,"ONEE, Nareva, GE V, ##ova, ChemAnalyst"
"Fri, 02 Feb 2024 08:30:00 GMT",Chart: Which countries are leading the green hydrogen race? - Canary Media,Google News,0.9927918910980225,Canary Media
"Wed, 31 Jan 2024 06:36:32 GMT",Green Hydrogen Market 2023 to 2032 - TimesTech,Google News,0.9770615696907043,TimesTech
"Sat, 03 Feb 2024 11:32:47 GMT",MNRE Issues Guidelines for Pilot Projects for Utilizing Green Hydrogen in the Shipping & Steel Sector - AffairsCloud.com,Google News,0.9590813517570496,"MNRE, Shipping & Steel, AffairsClou"
"Thu, 01 Feb 2024 12:03:14 GMT",Lhyfe begins building green hydrogen plant in Germany - Energy Global,Google News,0.9884286522865295,"Lhyfe, Energy Global"
"Thu, 01 Feb 2024 16:10:31 GMT",Lhyfe to build green hydrogen plant in northern Germany - ChemEngOnline,Google News,0.5620896816253662,"Lhyfe, ChemEngOnline"
"Fri, 02 Feb 2024 08:00:00 GMT",Lhyfe Starts Building a New Green Hydrogen Production Plant in Germany - DirectIndustry e-Magazine,Google News,0.6557585597038269,"Lhyfe, DirectIndustry e, Magazine"
"Wed, 31 Jan 2024 14:17:02 GMT",Baker Hughes signs MoU with 10.8GW green hydrogen project developer - H2 View,Google News,0.8556982278823853,"Baker Hughes, H2 View"
"Fri, 26 Jan 2024 08:00:00 GMT",Making green hydrogen from coke cans - BusinessLine,Google News,0.9849658012390137,BusinessLine
"Fri, 12 Jan 2024 08:00:00 GMT",Fundamentally strong small cap firm enters green hydrogen sector | Mint - Mint,Google News,0.996842622756958,Mint
"Mon, 29 Jan 2024 06:37:54 GMT",Indian Government Explores Green Hydrogen for Transport: Advancing Sustainable Solutions and Decarbonization - SolarQuarter,Google News,0.9988387227058411,SolarQua
"Thu, 01 Feb 2024 10:32:47 GMT","BASF, Envision Energy to produce e-methanol from green hydrogen and CO2 - Offshore Energy",Google News,0.9968823194503784,"BASF, Envision Energy, Off, Energy"
"Thu, 01 Feb 2024 10:59:26 GMT",University of St Andrews secures £2 million grant for Green Hydrogen Accelerator - Open Access Government,Google News,0.9849863648414612,University of St Andrews
"Thu, 01 Feb 2024 10:45:00 GMT",Lhyfe breaks ground on 10-MW green hydrogen plant in Germany - Renewables Now,Google News,0.9985350370407104,"Lhyfe, Rene, ##les Now"
"Thu, 01 Feb 2024 14:07:33 GMT",Gujarat to have capacity to produce 40 lakh MT green hydrogen yearly: Governor - DeshGujarat,Google News,0.9528203010559082,DeshGujarat
"Tue, 30 Jan 2024 10:31:58 GMT",Office of Alumni & Corporate Relations - Office of Alumni & Corporate Relations,Google News,0.9876837134361267,"Office of Alumni & Corporate Relations, Office of Alumni & Corporate Relations"
"Fri, 02 Feb 2024 14:48:20 GMT",Green Hydrogen in Shipping: India Unveils Pilot Projects with 115 Crore Budget - Goodreturns,Google News,0.9935270547866821,
"Fri, 19 Jan 2024 08:00:00 GMT",MNRE launches scheme to incentivise production of green hydrogen - Down To Earth Magazine,Google News,0.9953248500823975,"MNRE, Down To Earth Magazine"
"Tue, 30 Jan 2024 05:05:01 GMT",THDCIL Inaugurates India’s Largest Green Hydrogen Pilot Project on 75th Republic Day - Adda247,Google News,0.9742574691772461,"T, ##HDCIL"
"Wed, 31 Jan 2024 20:23:55 GMT",The greenwashing trap: how green hydrogen can keep its promises - Power Technology,Google News,0.9857859015464783,Power Technology
"Thu, 01 Feb 2024 13:01:30 GMT",Gujarat ready to emerge as global leader in green hydrogen production: Guv Devvrat in Assembly - ThePrint,Google News,0.9985255599021912,"Dev, TheP, ##t"
"Wed, 31 Jan 2024 10:52:54 GMT","NTPC Green Energy Inks Rs 80,000 Cr MoU With Maharashtra Govt for Green Hydrogen - Adda247",Google News,0.9546619653701782,"NTPC, Energy"
"Wed, 31 Jan 2024 10:40:53 GMT","DIPAM approves listing of NTPC Green Energy to raise Rs 10,000 crore - Deccan Herald",Google News,0.9951032400131226,"DIPAM, NTPC Green Energy, Deccan Herald"
"Thu, 01 Feb 2024 14:12:32 GMT","Walmart, Amazon, Home Depot set to receive Plug-produced liquid green hydrogen - H2 View",Google News,0.9939035773277283,"Walmart, Amazon, Home Depot"
"Fri, 26 Jan 2024 00:07:40 GMT","Gujarat-The Green Hydrogen Destination of India seminar, 3rd day VGGS - CMO Gujarat",Google News,0.9727100729942322,"V, CMO Gujarat"
"Mon, 29 Jan 2024 12:48:20 GMT",Rystad Energy is foreseeing an acceleration in momentum within the renewable-based hydrogen sector in 2024 ... - ChemAnalyst,Google News,0.9951464533805847,"Rystad Energy, ChemAnalyst"
"Thu, 01 Feb 2024 15:40:10 GMT","Gujarat Will Achieve 40 Lakh MT Green Hydrogen Production Capacity Yearly, Says Governor Acharya Devvrat - Free Press Journal",Google News,0.9836909174919128,Free Press Journal
"Tue, 30 Jan 2024 05:55:45 GMT",NGEL signs MoU with Govt of Maharashtra for development of Green Hydrogen Projects - PSU Watch,Google News,0.9345783591270447,"NGEL, Govt of, PSU"
"Mon, 29 Jan 2024 12:26:00 GMT",Indian renewables giant proposes 2GW green hydrogen and ammonia plant in Kerala: report - Hydrogen Insight,Google News,0.9934576153755188,"H, Insight"
"Tue, 30 Jan 2024 07:18:43 GMT",NTPC inks pact for green hydrogen project in Maharashtra - Investing.com India,Google News,0.6151444315910339,"NTPC, Inves, ##ting. com India"
"Mon, 01 Jan 2024 08:00:00 GMT",Jakson Green to ship first green hydrogen electrolyser in few months - ETEnergyWorld,Google News,0.669849693775177,"Jakson Green, ETEnergyWorld"
"Fri, 02 Feb 2024 20:25:05 GMT",Green Hydrogen Set to Replace Grey as New Electrocatalysts Make Production Cost-Effective - Securities.io,Google News,0.988986611366272,Securities
"Tue, 30 Jan 2024 08:27:03 GMT",NGEL Inks MoU with Maharashtra Government for Green Hydrogen and RE Development - Asia Pacific - Energetica India ,Google News,0.6595696806907654,"NGEL Inks, Energetica India"
"Mon, 29 Jan 2024 19:30:00 GMT","India Energy Week to focus on green hydrogen, biogas - The Financial Express",Google News,0.9920157194137573,"India Energy, The Financial Express"
"Wed, 31 Jan 2024 19:03:09 GMT",APM Terminals Pipavav to develop green hydrogen infrastructure - The Maritime Standard,Google News,0.932227373123169,"APM Terminals Pipavav, The Maritime Standard"
"Tue, 30 Jan 2024 05:22:46 GMT",Maharashtra Govt Inks 7 MoUs for Green Hydrogen Production - Biltrax Media,Google News,0.9781173467636108,Biltrax Media
"Mon, 29 Jan 2024 13:37:10 GMT","Maha Govt Inks MOUs Worth Rs 2.76 lakh Cr For Green Hydrogen Production, To Create 64,000 Jobs - HW News English",Google News,0.9825735688209534,"Ma, HW News"
"Fri, 02 Feb 2024 07:24:00 GMT",Fuelling The Future: Hygenco's $2.5 Billion Pledge To Transform India's Energy Landscape - Swarajya,Google News,0.9973158240318298,Hygenco
"Mon, 29 Jan 2024 07:49:30 GMT",THDC inaugurates India's largest green hydrogen pilot based on PEM fuel cell - ETN News,Google News,0.9912765026092529,"THDC, ETN News"
"Mon, 29 Jan 2024 13:36:00 GMT",Maha Govt signs MoU with 7 green hydrogen producers - United News of India,Google News,0.5983371734619141,"Ma, Govt, United News of India"
"Tue, 30 Jan 2024 09:33:45 GMT","NGEL, Maha Govt Sign Green Hydrogen MoU; Aim Rs 80, 000 Cr Investment - BW Businessworld",Google News,0.9764551520347595,"NGEL, Maha Govt, BW Businessworld"
